PUERTO,OPERACIÓN,AÑO,TIPO_CARGA,TONELADAS,REGIÓN,LATITUD,LONGITUD
Caldera / Calderilla,Tránsito,2010,Sin tipificar,,Atacama,"-27,05","-70,84"
Huasco / Guacolda,Tránsito,2010,Sin tipificar,,Atacama,"-28,46","-71,25"
Coquimbo,Tránsito,2010,Sin tipificar,,Coquimbo,"-29,95","-71,33"
Guayacán,Tránsito,2010,Sin tipificar,,Coquimbo,"-29,97","-71,35"
Punta Chungo,Tránsito,2010,Sin tipificar,,Coquimbo,"-31,89","-71,5"
Isla Juan Fernández,Tránsito,2010,Sin tipificar,,Valparaíso,"-33,64","-78,82"
Isla de Pascua,Tránsito,2010,Sin tipificar,,Valparaíso,"-27,15","-109,44"
Ventanas,Tránsito,2010,Sin tipificar,,Valparaíso,"-32,75","-71,49"
Terminal OXIQUIM Quintero,Tránsito,2010,Sin tipificar,,Valparaíso,"-32,76","-71,49"
Quintero,Tránsito,2010,Sin tipificar,,Valparaíso,"-32,77","-71,5"
San Antonio,Tránsito,2010,Sin tipificar,,Valparaíso,"-33,59","-71,62"
Penco,Tránsito,2010,Sin tipificar,,Biobío,"-36,73","-73,01"
Lirquén,Tránsito,2010,Sin tipificar,,Biobío,"-36,71","-72,97"
Talcahuano,Tránsito,2010,Sin tipificar,,Biobío,"-36,71","-73,11"
Terminal Siderúrgico Huachipato,Tránsito,2010,Sin tipificar,,Biobío,"-36,74","-73,13"
Coronel,Tránsito,2010,Sin tipificar,,Biobío,"-37,04","-73,15"
Terminal OXIQUIM Coronel,Tránsito,2010,Sin tipificar,,Biobío,"-36,95","-73,17"
Corral,Tránsito,2010,Sin tipificar,,Los Ríos,"-39,88","-73,42"
Puerto Montt,Tránsito,2010,Sin tipificar,,Los Lagos,"-41,48","-72,96"
San José de Calbuco,Tránsito,2010,Sin tipificar,,Los Lagos,"-41,79","-73,2"
Calbuco,Tránsito,2010,Sin tipificar,,Los Lagos,,
Pargua,Tránsito,2010,Sin tipificar,,Los Lagos,,
Maullín,Tránsito,2010,Sin tipificar,,Los Lagos,,
Quemchi,Tránsito,2010,Sin tipificar,,Los Lagos,,
Castro,Tránsito,2010,Sin tipificar,,Los Lagos,"-42,48","-73,76"
Quellón,Tránsito,2010,Sin tipificar,,Los Lagos,"-43,12","-73,58"
Chonchi,Tránsito,2010,Sin tipificar,,Los Lagos,"-42,62","-73,77"
Chaitén,Tránsito,2010,Sin tipificar,,Los Lagos,"-42,91","-72,72"
Melinka,Tránsito,2010,Sin tipificar,,Aysén,"-43,9","-73,75"
Puerto Aguirre,Tránsito,2010,Sin tipificar,,Aysén,"-45,17","-73,52"
Puerto Cisnes,Tránsito,2010,Sin tipificar,,Aysén,"-44,73","-72,69"
Chacabuco,Tránsito,2010,Sin tipificar,,Aysén,"-45,47","-72,83"
Lago General Carrera,Tránsito,2010,Sin tipificar,,Aysén,,
Puerto Natales,Tránsito,2010,Sin tipificar,,Magallanes,"-51,75","-72,53"
Isla Guarello,Tránsito,2010,Sin tipificar,,Magallanes,,
Pecket,Tránsito,2010,Sin tipificar,,Magallanes,"-52,95","-71,21"
Otway - Isla Riesco,Tránsito,2010,Sin tipificar,,Magallanes,"-52,94","-71,71"
Tres Puentes,Tránsito,2010,Sin tipificar,,Magallanes,"-53,12","-70,87"
San Gregorio,Tránsito,2010,Sin tipificar,,Magallanes,"-52,63","-70,2"
Cabo Negro,Tránsito,2010,Sin tipificar,,Magallanes,"-52,93","-70,8"
Clarencia,Tránsito,2010,Sin tipificar,,Magallanes,,
Porvenir,Tránsito,2010,Sin tipificar,,Magallanes,,
Puerto Williams,Tránsito,2010,Sin tipificar,,Magallanes,"-54,93","-67,61"
Otros Puertos,Importación,2010,Carga general,25,S/C,,
Transferencia de Naves,Exportación,2010,Carga general,34.573,S/C,,
Transferencia de Naves,Importación,2010,Carga general,130.671,S/C,,
Otros Puertos,Cabotaje embarcado,2010,Carga general,217.696,S/C,,
Otros Puertos,Cabotaje desembarcado,2010,Carga general,540.614,S/C,,
Chañaral / Barquito,Exportación,2011,Carga general,2,Atacama,"-26,36","-70,65"
Puerto Montt,Exportación,2011,Carga frigorizada,4,Los Lagos,"-41,48","-72,96"
Punta Arenas,Exportación,2011,Carga frigorizada,4,Magallanes,"-53,17","-70,9"
Patillos,Exportación,2011,Carga general,4,Tarapacá,"-20,75","-70,19"
Caleta Michilla,Exportación,2011,Carga general,4,Antofagasta,"-22,72","-70,29"
Chacabuco,Exportación,2011,Carga general,5,Aysén,"-45,47","-72,83"
Guayacán,Exportación,2011,Carga general,17,Coquimbo,"-29,97","-71,35"
Caldera / Calderilla,Exportación,2011,Carga general,18,Atacama,"-27,05","-70,84"
Penco,Exportación,2011,Carga general,20,Biobío,"-36,73","-73,01"
Punta Patache,Exportación,2011,Carga general,23,Tarapacá,"-20,8","-70,19"
Cabo Negro,Exportación,2011,Carga general,27,Magallanes,"-52,93","-70,8"
San José de Calbuco,Exportación,2011,Carga general,31,Los Lagos,"-41,79","-73,2"
Caleta Coloso,Exportación,2011,Carga general,45,Antofagasta,"-23,76","-70,47"
Coquimbo,Exportación,2011,Carga general,45,Coquimbo,"-29,95","-71,33"
Punta Arenas,Exportación,2011,Granel sólido,48,Magallanes,"-53,17","-70,9"
Mejillones,Importación,2011,Carga general,51,Antofagasta,"-23,09","-70,42"
Huasco / Guacolda,Exportación,2011,Carga general,65,Atacama,"-28,46","-71,25"
Corral,Exportación,2011,Carga general,72,Los Ríos,"-39,88","-73,42"
Coronel,Importación,2011,Carga frigorizada,75,Biobío,"-37,04","-73,15"
Tocopilla,Exportación,2011,Granel líquido,111,Antofagasta,"-22,09","-70,21"
Puerto Montt,Exportación,2011,Carga general,146,Los Lagos,"-41,48","-72,96"
Caldera / Calderilla,Exportación,2011,Granel líquido,148,Atacama,"-27,05","-70,84"
Chañaral / Barquito,Importación,2011,Carga general,187,Atacama,"-26,36","-70,65"
Ventanas,Exportación,2011,Carga general,207,Valparaíso,"-32,75","-71,49"
Puerto Angamos,Exportación,2011,Granel sólido,219,Antofagasta,"-23,07","-70,39"
Puerto Montt,Exportación,2011,Granel líquido,228,Los Lagos,"-41,48","-72,96"
Iquique,Importación,2011,Carga frigorizada,229,Tarapacá,"-20,2","-70,16"
Coronel,Cabotaje desembarcado,2011,Carga general,249,Biobío,"-37,04","-73,15"
Penco,Importación,2011,Carga general,277,Biobío,"-36,73","-73,01"
Talcahuano,Importación,2011,Carga frigorizada,278,Biobío,"-36,71","-73,11"
Isla Guarello,Cabotaje desembarcado,2011,Carga general,279,Magallanes,,
Terminal Siderúrgico Huachipato,Cabotaje embarcado,2011,Carga general,279,Biobío,"-36,74","-73,13"
Coquimbo,Exportación,2011,Granel líquido,304,Coquimbo,"-29,95","-71,33"
Mejillones,Exportación,2011,Carga general,307,Antofagasta,"-23,09","-70,42"
Arica,Exportación,2011,Granel líquido,316,Arica y Parinacota,"-18,47","-70,33"
Isla Juan Fernández,Cabotaje embarcado,2011,Carga general,324,Valparaíso,"-33,64","-78,82"
Chacabuco,Importación,2011,Carga general,364,Aysén,"-45,47","-72,83"
Puerto Angamos,Exportación,2011,Carga frigorizada,394,Antofagasta,"-23,07","-70,39"
Quemchi,Cabotaje desembarcado,2011,Carga general,400,Los Lagos,,
Talcahuano,Exportación,2011,Carga general,422,Biobío,"-36,71","-73,11"
Punta Arenas,Tránsito,2011,Sin tipificar,518,Magallanes,"-53,17","-70,9"
Penco,Importación,2011,Granel líquido,550,Biobío,"-36,73","-73,01"
Quintero,Exportación,2011,Carga general,567,Valparaíso,"-32,77","-71,5"
Iquique,Importación,2011,Granel sólido,612,Tarapacá,"-20,2","-70,16"
Quintero,Importación,2011,Carga general,615,Valparaíso,"-32,77","-71,5"
Isla Guarello,Cabotaje desembarcado,2011,Granel líquido,624,Magallanes,,
Terminal Siderúrgico Huachipato,Cabotaje embarcado,2011,Granel líquido,624,Biobío,"-36,74","-73,13"
San Vicente,Cabotaje desembarcado,2011,Carga general,750,Biobío,"-36,73","-73,14"
Caleta Coloso,Exportación,2011,Granel líquido,800,Antofagasta,"-23,76","-70,47"
Isla de Pascua,Cabotaje embarcado,2011,Carga general,949,Valparaíso,"-27,15","-109,44"
Antofagasta,Exportación,2011,Carga frigorizada,990,Antofagasta,"-23,65","-70,41"
Chonchi,Cabotaje embarcado,2011,Carga general,1.027,Los Lagos,"-42,62","-73,77"
Iquique,Cabotaje embarcado,2011,Carga general,1.115,Tarapacá,"-20,2","-70,16"
Punta Arenas,Exportación,2011,Carga general,1.348,Magallanes,"-53,17","-70,9"
Castro,Cabotaje desembarcado,2011,Carga general,1.512,Los Lagos,"-42,48","-73,76"
San Gregorio,Cabotaje desembarcado,2011,Granel líquido,1.523,Magallanes,"-52,63","-70,2"
Castro,Cabotaje embarcado,2011,Carga general,1.940,Los Lagos,"-42,48","-73,76"
Antofagasta,Exportación,2011,Granel líquido,1.968,Antofagasta,"-23,65","-70,41"
Puerto Aguirre,Cabotaje embarcado,2011,Carga general,1.994,Aysén,"-45,17","-73,52"
Puerto Williams,Cabotaje embarcado,2011,Carga general,2.281,Magallanes,"-54,93","-67,61"
Mejillones,Cabotaje embarcado,2011,Carga general,2.300,Antofagasta,"-23,09","-70,42"
Arica,Cabotaje embarcado,2011,Carga general,2.354,Arica y Parinacota,"-18,47","-70,33"
San Vicente,Tránsito,2011,Sin tipificar,2.491,Biobío,"-36,73","-73,14"
Antofagasta,Importación,2011,Carga frigorizada,3.175,Antofagasta,"-23,65","-70,41"
Huasco / Guacolda,Importación,2011,Carga general,3.304,Atacama,"-28,46","-71,25"
Quintero,Importación,2011,Granel sólido,3.384,Valparaíso,"-32,77","-71,5"
Pargua,Cabotaje desembarcado,2011,Carga general,3.600,Los Lagos,,
Punta Arenas,Importación,2011,Carga general,4.041,Magallanes,"-53,17","-70,9"
Lirquén,Exportación,2011,Granel líquido,4.432,Biobío,"-36,71","-72,97"
Coquimbo,Cabotaje embarcado,2011,Carga general,4.447,Coquimbo,"-29,95","-71,33"
Iquique,Importación,2011,Granel líquido,4.521,Tarapacá,"-20,2","-70,16"
Puerto Angamos,Importación,2011,Granel sólido,5.294,Antofagasta,"-23,07","-70,39"
Lirquén,Cabotaje desembarcado,2011,Granel sólido,5.500,Biobío,"-36,71","-72,97"
Puerto Angamos,Importación,2011,Granel líquido,5.559,Antofagasta,"-23,07","-70,39"
Tocopilla,Cabotaje desembarcado,2011,Granel sólido,5.601,Antofagasta,"-22,09","-70,21"
Corral,Cabotaje embarcado,2011,Granel sólido,5.601,Los Ríos,"-39,88","-73,42"
Lirquén,Importación,2011,Carga frigorizada,5.661,Biobío,"-36,71","-72,97"
Talcahuano,Importación,2011,Granel sólido,5.961,Biobío,"-36,71","-73,11"
Arica,Importación,2011,Carga frigorizada,6.015,Arica y Parinacota,"-18,47","-70,33"
Arica,Exportación,2011,Carga frigorizada,6.047,Arica y Parinacota,"-18,47","-70,33"
Puerto Williams,Cabotaje desembarcado,2011,Carga general,6.150,Magallanes,"-54,93","-67,61"
Coquimbo,Cabotaje embarcado,2011,Granel sólido,6.508,Coquimbo,"-29,95","-71,33"
Puerto Montt,Importación,2011,Granel líquido,6.932,Los Lagos,"-41,48","-72,96"
Talcahuano,Importación,2011,Carga general,7.463,Biobío,"-36,71","-73,11"
Caldera / Calderilla,Importación,2011,Carga general,7.691,Atacama,"-27,05","-70,84"
San Vicente,Importación,2011,Carga frigorizada,7.761,Biobío,"-36,73","-73,14"
Puerto Aguirre,Cabotaje desembarcado,2011,Carga general,8.161,Aysén,"-45,17","-73,52"
Huasco / Guacolda,Exportación,2011,Granel líquido,8.195,Atacama,"-28,46","-71,25"
Mejillones,Tránsito,2011,Sin tipificar,8.339,Antofagasta,"-23,09","-70,42"
Chonchi,Cabotaje desembarcado,2011,Carga general,8.600,Los Lagos,"-42,62","-73,77"
Iquique,Exportación,2011,Granel líquido,8.703,Tarapacá,"-20,2","-70,16"
Arica,Cabotaje desembarcado,2011,Carga general,9.536,Arica y Parinacota,"-18,47","-70,33"
Isla Juan Fernández,Cabotaje desembarcado,2011,Carga general,9.765,Valparaíso,"-33,64","-78,82"
Punta Patache,Cabotaje embarcado,2011,Granel sólido,10.031,Tarapacá,"-20,8","-70,19"
Iquique,Cabotaje desembarcado,2011,Carga general,11.342,Tarapacá,"-20,2","-70,16"
Arica,Importación,2011,Carga general,11.768,Arica y Parinacota,"-18,47","-70,33"
Melinka,Cabotaje embarcado,2011,Carga general,11.777,Aysén,"-43,9","-73,75"
Puerto Angamos,Exportación,2011,Granel líquido,11.797,Antofagasta,"-23,07","-70,39"
Talcahuano,Exportación,2011,Granel líquido,12.039,Biobío,"-36,71","-73,11"
Puerto Montt,Importación,2011,Carga general,12.237,Los Lagos,"-41,48","-72,96"
Terminal OXIQUIM Quintero,Cabotaje desembarcado,2011,Granel líquido,13.065,Valparaíso,"-32,76","-71,49"
Coronel,Cabotaje desembarcado,2011,Granel sólido,13.217,Biobío,"-37,04","-73,15"
Melinka,Cabotaje desembarcado,2011,Carga general,13.481,Aysén,"-43,9","-73,75"
Isla de Pascua,Cabotaje desembarcado,2011,Granel líquido,14.189,Valparaíso,"-27,15","-109,44"
Punta Arenas,Exportación,2011,Granel líquido,14.216,Magallanes,"-53,17","-70,9"
Isla de Pascua,Cabotaje desembarcado,2011,Carga general,15.640,Valparaíso,"-27,15","-109,44"
Coronel,Exportación,2011,Granel líquido,19.347,Biobío,"-37,04","-73,15"
Puerto Cisnes,Cabotaje desembarcado,2011,Carga general,19.762,Aysén,"-44,73","-72,69"
Caleta Michilla,Cabotaje desembarcado,2011,Granel líquido,20.000,Antofagasta,"-22,72","-70,29"
Lago General Carrera,Cabotaje desembarcado,2011,Carga general,22.300,Aysén,,
Puerto Cisnes,Cabotaje embarcado,2011,Carga general,23.380,Aysén,"-44,73","-72,69"
Lago General Carrera,Cabotaje embarcado,2011,Carga general,23.595,Aysén,,
Antofagasta,Cabotaje desembarcado,2011,Carga general,24.062,Antofagasta,"-23,65","-70,41"
Chaitén,Cabotaje embarcado,2011,Carga general,24.357,Los Lagos,"-42,91","-72,72"
Arica,Importación,2011,Granel sólido,24.631,Arica y Parinacota,"-18,47","-70,33"
Tres Puentes,Cabotaje desembarcado,2011,Carga general,25.083,Magallanes,"-53,12","-70,87"
Porvenir,Cabotaje embarcado,2011,Carga general,25.083,Magallanes,,
San Gregorio,Importación,2011,Granel líquido,27.259,Magallanes,"-52,63","-70,2"
Antofagasta,Cabotaje desembarcado,2011,Granel sólido,27.496,Antofagasta,"-23,65","-70,41"
Lirquén,Cabotaje desembarcado,2011,Carga general,27.741,Biobío,"-36,71","-72,97"
Huasco / Guacolda,Cabotaje desembarcado,2011,Granel líquido,28.161,Atacama,"-28,46","-71,25"
San Vicente,Cabotaje embarcado,2011,Granel sólido,28.610,Biobío,"-36,73","-73,14"
Terminal Siderúrgico Huachipato,Cabotaje embarcado,2011,Granel sólido,29.462,Biobío,"-36,74","-73,13"
Chañaral / Barquito,Exportación,2011,Granel sólido,31.602,Atacama,"-26,36","-70,65"
Penco,Cabotaje desembarcado,2011,Granel sólido,34.469,Biobío,"-36,73","-73,01"
Coquimbo,Importación,2011,Granel sólido,35.120,Coquimbo,"-29,95","-71,33"
Puerto Natales,Cabotaje embarcado,2011,Carga general,35.189,Magallanes,"-51,75","-72,53"
Valparaíso,Cabotaje embarcado,2011,Carga general,35.255,Valparaíso,"-33,03","-71,63"
Porvenir,Cabotaje desembarcado,2011,Carga general,35.333,Magallanes,,
Tres Puentes,Cabotaje embarcado,2011,Carga general,35.333,Magallanes,"-53,12","-70,87"
Coquimbo,Importación,2011,Carga general,37.121,Coquimbo,"-29,95","-71,33"
Ventanas,Exportación,2011,Granel líquido,37.272,Valparaíso,"-32,75","-71,49"
Lirquén,Cabotaje embarcado,2011,Carga general,40.174,Biobío,"-36,71","-72,97"
Punta Patache,Importación,2011,Granel líquido,40.592,Tarapacá,"-20,8","-70,19"
Tocopilla,Importación,2011,Granel líquido,44.725,Antofagasta,"-22,09","-70,21"
Huasco / Guacolda,Importación,2011,Granel líquido,46.580,Atacama,"-28,46","-71,25"
Mejillones,Exportación,2011,Granel líquido,52.845,Antofagasta,"-23,09","-70,42"
Chacabuco,Exportación,2011,Granel sólido,56.653,Aysén,"-45,47","-72,83"
Punta Arenas,Cabotaje embarcado,2011,Carga general,58.457,Magallanes,"-53,17","-70,9"
Caldera / Calderilla,Exportación,2011,Carga frigorizada,60.589,Atacama,"-27,05","-70,84"
Quellón,Cabotaje embarcado,2011,Carga general,61.189,Los Lagos,"-43,12","-73,58"
San José de Calbuco,Importación,2011,Granel líquido,61.807,Los Lagos,"-41,79","-73,2"
Iquique,Importación,2011,Carga general,62.277,Tarapacá,"-20,2","-70,16"
San Vicente,Cabotaje embarcado,2011,Carga general,63.332,Biobío,"-36,73","-73,14"
Cabo Negro,Cabotaje desembarcado,2011,Granel líquido,68.369,Magallanes,"-52,93","-70,8"
Arica,Cabotaje embarcado,2011,Granel sólido,71.309,Arica y Parinacota,"-18,47","-70,33"
Chaitén,Cabotaje desembarcado,2011,Carga general,72.293,Los Lagos,"-42,91","-72,72"
Puerto Natales,Cabotaje desembarcado,2011,Carga general,72.969,Magallanes,"-51,75","-72,53"
Chañaral / Barquito,Importación,2011,Granel líquido,76.448,Atacama,"-26,36","-70,65"
Ventanas,Cabotaje embarcado,2011,Granel sólido,77.272,Valparaíso,"-32,75","-71,49"
Coronel,Exportación,2011,Carga frigorizada,80.654,Biobío,"-37,04","-73,15"
Antofagasta,Cabotaje embarcado,2011,Carga general,80.922,Antofagasta,"-23,65","-70,41"
Quellón,Cabotaje desembarcado,2011,Carga general,83.277,Los Lagos,"-43,12","-73,58"
Valparaíso,Importación,2011,Carga frigorizada,87.850,Valparaíso,"-33,03","-71,63"
Punta Arenas,Cabotaje desembarcado,2011,Carga general,89.157,Magallanes,"-53,17","-70,9"
Iquique,Tránsito,2011,Sin tipificar,89.412,Tarapacá,"-20,2","-70,16"
San José de Calbuco,Importación,2011,Granel sólido,91.602,Los Lagos,"-41,79","-73,2"
Lirquén,Importación,2011,Carga general,94.806,Biobío,"-36,71","-72,97"
San Antonio,Cabotaje desembarcado,2011,Granel sólido,103.915,Valparaíso,"-33,59","-71,62"
Tocopilla,Cabotaje embarcado,2011,Granel sólido,107.478,Antofagasta,"-22,09","-70,21"
Tocopilla,Cabotaje desembarcado,2011,Granel líquido,107.548,Antofagasta,"-22,09","-70,21"
San Antonio,Cabotaje desembarcado,2011,Carga general,108.246,Valparaíso,"-33,59","-71,62"
Chacabuco,Cabotaje desembarcado,2011,Granel líquido,109.633,Aysén,"-45,47","-72,83"
Caldera / Calderilla,Importación,2011,Granel líquido,112.120,Atacama,"-27,05","-70,84"
San Gregorio,Cabotaje embarcado,2011,Granel líquido,114.057,Magallanes,"-52,63","-70,2"
Arica,Exportación,2011,Granel sólido,124.058,Arica y Parinacota,"-18,47","-70,33"
San Antonio,Importación,2011,Granel líquido,129.867,Valparaíso,"-33,59","-71,62"
Calbuco,Cabotaje embarcado,2011,Carga general,130.017,Los Lagos,,
Coquimbo,Exportación,2011,Carga frigorizada,132.218,Coquimbo,"-29,95","-71,33"
Arica,Exportación,2011,Carga general,132.932,Arica y Parinacota,"-18,47","-70,33"
Mejillones,Cabotaje desembarcado,2011,Carga general,134.162,Antofagasta,"-23,09","-70,42"
Puerto Montt,Cabotaje desembarcado,2011,Granel sólido,136.386,Los Lagos,"-41,48","-72,96"
Mejillones,Cabotaje desembarcado,2011,Granel sólido,137.493,Antofagasta,"-23,09","-70,42"
Arica,Cabotaje desembarcado,2011,Granel líquido,138.238,Arica y Parinacota,"-18,47","-70,33"
Chacabuco,Cabotaje embarcado,2011,Carga general,140.915,Aysén,"-45,47","-72,83"
Calbuco,Cabotaje desembarcado,2011,Carga general,141.280,Los Lagos,,
Ventanas,Importación,2011,Carga general,143.477,Valparaíso,"-32,75","-71,49"
Ventanas,Importación,2011,Granel líquido,143.825,Valparaíso,"-32,75","-71,49"
Puerto Montt,Cabotaje desembarcado,2011,Carga general,145.343,Los Lagos,"-41,48","-72,96"
Iquique,Exportación,2011,Granel sólido,147.113,Tarapacá,"-20,2","-70,16"
San Antonio,Cabotaje embarcado,2011,Carga general,151.286,Valparaíso,"-33,59","-71,62"
Coronel,Importación,2011,Granel líquido,152.761,Biobío,"-37,04","-73,15"
San Antonio,Exportación,2011,Granel líquido,157.805,Valparaíso,"-33,59","-71,62"
San Vicente,Exportación,2011,Granel líquido,167.175,Biobío,"-36,73","-73,14"
Valparaíso,Cabotaje desembarcado,2011,Carga general,171.405,Valparaíso,"-33,03","-71,63"
Penco,Exportación,2011,Granel sólido,174.516,Biobío,"-36,73","-73,01"
San Vicente,Exportación,2011,Carga frigorizada,188.942,Biobío,"-36,73","-73,14"
San Vicente,Cabotaje desembarcado,2011,Granel sólido,194.950,Biobío,"-36,73","-73,14"
Ventanas,Cabotaje embarcado,2011,Granel líquido,197.432,Valparaíso,"-32,75","-71,49"
Chañaral / Barquito,Cabotaje embarcado,2011,Carga general,198.013,Atacama,"-26,36","-70,65"
Quintero,Exportación,2011,Granel líquido,200.478,Valparaíso,"-32,77","-71,5"
Punta Patache,Cabotaje desembarcado,2011,Granel líquido,212.009,Tarapacá,"-20,8","-70,19"
Coronel,Importación,2011,Carga general,217.197,Biobío,"-37,04","-73,15"
Chacabuco,Cabotaje desembarcado,2011,Carga general,236.784,Aysén,"-45,47","-72,83"
Puerto Angamos,Importación,2011,Carga general,248.038,Antofagasta,"-23,07","-70,39"
Caleta Michilla,Importación,2011,Granel líquido,250.350,Antofagasta,"-22,72","-70,29"
Caldera / Calderilla,Cabotaje desembarcado,2011,Granel líquido,285.606,Atacama,"-27,05","-70,84"
Coquimbo,Exportación,2011,Granel sólido,304.995,Coquimbo,"-29,95","-71,33"
Antofagasta,Importación,2011,Carga general,307.815,Antofagasta,"-23,65","-70,41"
Patillos,Cabotaje embarcado,2011,Granel sólido,309.650,Tarapacá,"-20,75","-70,19"
Antofagasta,Importación,2011,Granel sólido,312.262,Antofagasta,"-23,65","-70,41"
Antofagasta,Tránsito,2011,Sin tipificar,320.363,Antofagasta,"-23,65","-70,41"
Tocopilla,Exportación,2011,Carga general,326.461,Antofagasta,"-22,09","-70,21"
Penco,Importación,2011,Granel sólido,328.062,Biobío,"-36,73","-73,01"
San Antonio,Importación,2011,Carga frigorizada,335.759,Valparaíso,"-33,59","-71,62"
Terminal OXIQUIM Coronel,Cabotaje desembarcado,2011,Granel líquido,336.149,Biobío,"-36,95","-73,17"
Caleta Michilla,Exportación,2011,Granel sólido,338.853,Antofagasta,"-22,72","-70,29"
Terminal OXIQUIM Quintero,Cabotaje embarcado,2011,Granel líquido,343.583,Valparaíso,"-32,76","-71,49"
San Vicente,Importación,2011,Carga general,356.007,Biobío,"-36,73","-73,14"
Valparaíso,Exportación,2011,Granel líquido,356.792,Valparaíso,"-33,03","-71,63"
Lirquén,Importación,2011,Granel sólido,359.299,Biobío,"-36,71","-72,97"
Lirquén,Exportación,2011,Carga frigorizada,364.827,Biobío,"-36,71","-72,97"
Huasco / Guacolda,Cabotaje desembarcado,2011,Granel sólido,369.292,Atacama,"-28,46","-71,25"
Cabo Negro,Cabotaje embarcado,2011,Granel líquido,376.968,Magallanes,"-52,93","-70,8"
Chañaral / Barquito,Cabotaje desembarcado,2011,Granel líquido,377.740,Atacama,"-26,36","-70,65"
Pecket,Cabotaje embarcado,2011,Granel sólido,382.398,Magallanes,"-52,95","-71,21"
Iquique,Cabotaje desembarcado,2011,Granel líquido,400.804,Tarapacá,"-20,2","-70,16"
Antofagasta,Exportación,2011,Granel sólido,438.520,Antofagasta,"-23,65","-70,41"
Antofagasta,Cabotaje desembarcado,2011,Granel líquido,441.863,Antofagasta,"-23,65","-70,41"
Iquique,Exportación,2011,Carga general,458.343,Tarapacá,"-20,2","-70,16"
Guayacán,Cabotaje desembarcado,2011,Granel líquido,470.289,Coquimbo,"-29,97","-71,35"
Puerto Montt,Importación,2011,Granel sólido,489.671,Los Lagos,"-41,48","-72,96"
San José de Calbuco,Exportación,2011,Granel sólido,491.703,Los Lagos,"-41,79","-73,2"
Antofagasta,Importación,2011,Granel líquido,502.569,Antofagasta,"-23,65","-70,41"
Calbuco,Cabotaje desembarcado,2011,Granel líquido,532.247,Los Lagos,,
Cabo Negro,Exportación,2011,Granel líquido,602.770,Magallanes,"-52,93","-70,8"
Isla Guarello,Cabotaje embarcado,2011,Granel sólido,658.069,Magallanes,,
San Antonio,Exportación,2011,Granel sólido,661.500,Valparaíso,"-33,59","-71,62"
Guayacán,Cabotaje embarcado,2011,Granel sólido,670.916,Coquimbo,"-29,97","-71,35"
Corral,Exportación,2011,Granel sólido,737.265,Los Ríos,"-39,88","-73,42"
San Vicente,Cabotaje desembarcado,2011,Granel líquido,757.280,Biobío,"-36,73","-73,14"
San Vicente,Importación,2011,Granel sólido,767.157,Biobío,"-36,73","-73,14"
Puerto Montt,Cabotaje embarcado,2011,Carga general,803.678,Los Lagos,"-41,48","-72,96"
Coronel,Importación,2011,Granel sólido,851.301,Biobío,"-37,04","-73,15"
Ventanas,Exportación,2011,Granel sólido,1.021.445,Valparaíso,"-32,75","-71,49"
Antofagasta,Exportación,2011,Carga general,1.111.587,Antofagasta,"-23,65","-70,41"
Huasco / Guacolda,Cabotaje embarcado,2011,Granel sólido,1.127.000,Atacama,"-28,46","-71,25"
San Antonio,Cabotaje embarcado,2011,Granel líquido,1.195.205,Valparaíso,"-33,59","-71,62"
Quintero,Cabotaje desembarcado,2011,Granel líquido,1.196.657,Valparaíso,"-32,77","-71,5"
Tocopilla,Exportación,2011,Granel sólido,1.199.441,Antofagasta,"-22,09","-70,21"
San Vicente,Exportación,2011,Granel sólido,1.210.948,Biobío,"-36,73","-73,14"
Mejillones,Cabotaje desembarcado,2011,Granel líquido,1.228.314,Antofagasta,"-23,09","-70,42"
San Antonio,Exportación,2011,Carga frigorizada,1.308.480,Valparaíso,"-33,59","-71,62"
Punta Chungo,Exportación,2011,Granel sólido,1.347.667,Coquimbo,"-31,89","-71,5"
Caleta Coloso,Exportación,2011,Granel sólido,1.612.639,Antofagasta,"-23,76","-70,47"
Puerto Angamos,Exportación,2011,Carga general,1.619.225,Antofagasta,"-23,07","-70,39"
San Vicente,Cabotaje embarcado,2011,Granel líquido,1.669.465,Biobío,"-36,73","-73,14"
Arica,Tránsito,2011,Sin tipificar,1.737.739,Arica y Parinacota,"-18,47","-70,33"
Valparaíso,Exportación,2011,Carga frigorizada,1.790.464,Valparaíso,"-33,03","-71,63"
San Antonio,Exportación,2011,Carga general,1.840.537,Valparaíso,"-33,59","-71,62"
Huasco / Guacolda,Importación,2011,Granel sólido,1.863.744,Atacama,"-28,46","-71,25"
Coronel,Exportación,2011,Carga general,2.058.802,Biobío,"-37,04","-73,15"
Tocopilla,Importación,2011,Granel sólido,2.071.154,Antofagasta,"-22,09","-70,21"
Valparaíso,Exportación,2011,Carga general,2.100.904,Valparaíso,"-33,03","-71,63"
Coronel,Exportación,2011,Granel sólido,2.150.083,Biobío,"-37,04","-73,15"
Guayacán,Exportación,2011,Granel sólido,2.318.298,Coquimbo,"-29,97","-71,35"
San Vicente,Exportación,2011,Carga general,2.369.235,Biobío,"-36,73","-73,14"
Terminal Siderúrgico Huachipato,Cabotaje desembarcado,2011,Granel sólido,2.455.985,Biobío,"-36,74","-73,13"
Ventanas,Importación,2011,Granel sólido,2.466.810,Valparaíso,"-32,75","-71,49"
Punta Patache,Exportación,2011,Granel sólido,2.625.448,Tarapacá,"-20,8","-70,19"
